Model,MSO24
Label,
Waveform Type,ANALOG
Horizontal Units,s
Sample Interval,4.00000000e-08
Record Length,250000
Zero Index,172499.56250000
Vertical Units,V

Labels,
TIME,CH4
-6.89654250e-03,4.98000000e-02
-6.89650250e-03,4.78000000e-02
-6.89646250e-03,4.78000000e-02
-6.89642250e-03,4.78000000e-02
-6.89638250e-03,4.78000000e-02
-6.89634250e-03,4.78000000e-02
-6.89630250e-03,4.78000000e-02
-6.89626250e-03,4.78000000e-02
-6.89622250e-03,4.78000000e-02
-6.89618250e-03,4.78000000e-02
-6.89614250e-03,4.78000000e-02
-6.89610250e-03,4.78000000e-02
-6.89606250e-03,4.58000000e-02
-6.89602250e-03,4.78000000e-02
-6.89598250e-03,4.78000000e-02
-6.89594250e-03,4.78000000e-02
-6.89590250e-03,4.78000000e-02
-6.89586250e-03,4.58000000e-02
-6.89582250e-03,4.78000000e-02
-6.89578250e-03,4.78000000e-02
-6.89574250e-03,4.78000000e-02
-6.89570250e-03,4.78000000e-02
-6.89566250e-03,4.78000000e-02
-6.89562250e-03,4.78000000e-02
-6.89558250e-03,4.78000000e-02
-6.89554250e-03,4.78000000e-02
-6.89550250e-03,4.78000000e-02
-6.89546250e-03,4.78000000e-02
-6.89542250e-03,4.78000000e-02
-6.89538250e-03,4.78000000e-02
-6.89534250e-03,4.58000000e-02
-6.89530250e-03,4.78000000e-02
-6.89526250e-03,4.78000000e-02
-6.89522250e-03,4.78000000e-02
-6.89518250e-03,4.78000000e-02
-6.89514250e-03,4.58000000e-02
-6.89510250e-03,4.78000000e-02
-6.89506250e-03,4.78000000e-02
-6.89502250e-03,4.78000000e-02
-6.89498250e-03,4.78000000e-02
-6.89494250e-03,4.78000000e-02
-6.89490250e-03,4.78000000e-02
-6.89486250e-03,4.78000000e-02
-6.89482250e-03,4.78000000e-02
-6.89478250e-03,4.78000000e-02
-6.89474250e-03,4.78000000e-02
-6.89470250e-03,4.58000000e-02
-6.89466250e-03,4.98000000e-02
-6.89462250e-03,4.78000000e-02
-6.89458250e-03,4.78000000e-02
-6.89454250e-03,4.78000000e-02
-6.89450250e-03,4.58000000e-02
-6.89446250e-03,4.78000000e-02
-6.89442250e-03,4.78000000e-02
-6.89438250e-03,4.58000000e-02
-6.89434250e-03,4.78000000e-02
-6.89430250e-03,4.78000000e-02
-6.89426250e-03,4.58000000e-02
-6.89422250e-03,4.58000000e-02
-6.89418250e-03,4.78000000e-02
-6.89414250e-03,4.78000000e-02
-6.89410250e-03,4.78000000e-02
-6.89406250e-03,4.78000000e-02
-6.89402250e-03,4.78000000e-02
-6.89398250e-03,4.78000000e-02
-6.89394250e-03,4.78000000e-02
-6.89390250e-03,4.58000000e-02
-6.89386250e-03,4.78000000e-02
-6.89382250e-03,4.58000000e-02
-6.89378250e-03,4.78000000e-02
-6.89374250e-03,4.58000000e-02
-6.89370250e-03,4.78000000e-02
-6.89366250e-03,4.78000000e-02
-6.89362250e-03,4.78000000e-02
-6.89358250e-03,4.78000000e-02
-6.89354250e-03,4.78000000e-02
-6.89350250e-03,4.98000000e-02
-6.89346250e-03,4.78000000e-02
-6.89342250e-03,4.78000000e-02
-6.89338250e-03,4.78000000e-02
-6.89334250e-03,4.98000000e-02
-6.89330250e-03,4.78000000e-02
